WYPADEK_ID,PLEC,MIASTO,MIESIAC,PRZYCZYNA
331,Kobieta   ,Warszawa,4,Niedostosowanie predkosci do warunków na drodze.
332,Kobieta   ,Gorzów Wielkopolski,10,Nieudzielenie pierwszenstwa przejazdu.
333,Mezczyzna ,Wroclaw,10,Nieprawidlowe wyprzedzanie.
334,Kobieta   ,Lublin,8,Nieprawidlowe zachowanie sie wobec pieszego.
335,Kobieta   ,Bydgoszcz,8,Jazda po niewlasciwej stronie drogi.
336,Kobieta   ,Bialystok,2,Nieprawidlowe zachowanie sie wobec pieszego.
337,Mezczyzna ,Gdansk,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
338,Kobieta   ,Warszawa,10,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
339,Mezczyzna ,Torun,2,Niedostosowanie predkosci do warunków na drodze.
340,Mezczyzna ,Warszawa,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
341,Mezczyzna ,Poznan,3,Nieprawidlowe zachowanie sie wobec pieszego.
342,Kobieta   ,Torun,12,Jazda po niewlasciwej stronie drogi.
343,Kobieta   ,Opole,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
344,Mezczyzna ,Lublin,8,Niedostosowanie predkosci do warunków na drodze.
345,Kobieta   ,Bydgoszcz,7,Nieudzielenie pierwszenstwa przejazdu.
346,Kobieta   ,Olsztyn,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
347,Kobieta   ,Poznan,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
348,Kobieta   ,Gdansk,4,Nieudzielenie pierwszenstwa przejazdu.
349,Mezczyzna ,Lublin,7,Niedostosowanie predkosci do warunków na drodze.
350,Kobieta   ,Torun,11,Nieprawidlowe zachowanie sie wobec pieszego.
351,Mezczyzna ,Gorzów Wielkopolski,6,Nieudzielenie pierwszenstwa przejazdu.
352,Kobieta   ,Wroclaw,6,Niedostosowanie predkosci do warunków na drodze.
353,Kobieta   ,Bydgoszcz,2,Nieudzielenie pierwszenstwa przejazdu.
354,Kobieta   ,Warszawa,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
355,Kobieta   ,Warszawa,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
356,Mezczyzna ,Torun,4,Nieprawidlowe wyprzedzanie.
357,Kobieta   ,Lódz,5,Niedostosowanie predkosci do warunków na drodze.
358,Mezczyzna ,Bialystok,6,Niedostosowanie predkosci do warunków na drodze.
359,Kobieta   ,Rzeszów,11,Nieudzielenie pierwszenstwa przejazdu.
360,Kobieta   ,Gorzów Wielkopolski,11,Nieprawidlowe wyprzedzanie.
361,Mezczyzna ,Bialystok,10,Niedostosowanie predkosci do warunków na drodze.
362,Kobieta   ,Bydgoszcz,6,Jazda po niewlasciwej stronie drogi.
363,Kobieta   ,Gorzów Wielkopolski,12,Niedostosowanie predkosci do warunków na drodze.
364,Mezczyzna ,Lublin,4,Niedostosowanie predkosci do warunków na drodze.
365,Kobieta   ,Gdansk,9,Jazda po niewlasciwej stronie drogi.
366,Kobieta   ,Torun,11,Nieprawidlowe zachowanie sie wobec pieszego.
367,Kobieta   ,Wroclaw,8,Niedostosowanie predkosci do warunków na drodze.
368,Mezczyzna ,Rzeszów,10,Nieprawidlowe zachowanie sie wobec pieszego.
369,Kobieta   ,Szczecin,7,Nieprawidlowe zachowanie sie wobec pieszego.
370,Kobieta   ,Gdansk,7,Jazda po niewlasciwej stronie drogi.
371,Mezczyzna ,Katowice,12,Nieprawidlowe wyprzedzanie.
372,Mezczyzna ,Rzeszów,11,Jazda po niewlasciwej stronie drogi.
373,Kobieta   ,Katowice,10,Jazda po niewlasciwej stronie drogi.
374,Kobieta   ,Poznan,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
375,Mezczyzna ,Opole,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
376,Kobieta   ,Gdansk,5,Niedostosowanie predkosci do warunków na drodze.
377,Kobieta   ,Wroclaw,3,Jazda po niewlasciwej stronie drogi.
378,Mezczyzna ,Gdansk,11,Nieudzielenie pierwszenstwa przejazdu.
379,Kobieta   ,Bialystok,12,Jazda po niewlasciwej stronie drogi.
380,Kobieta   ,Lublin,5,Nieprawidlowe wyprzedzanie.
381,Mezczyzna ,Kielce,3,Nieprawidlowe zachowanie sie wobec pieszego.
382,Mezczyzna ,Lublin,1,Jazda po niewlasciwej stronie drogi.
383,Mezczyzna ,Bydgoszcz,5,Niedostosowanie predkosci do warunków na drodze.
384,Kobieta   ,Szczecin,5,Nieudzielenie pierwszenstwa przejazdu.
385,Kobieta   ,Torun,1,Nieprawidlowe wyprzedzanie.
386,Mezczyzna ,Lódz,11,Nieprawidlowe wyprzedzanie.
387,Mezczyzna ,Torun,12,Jazda po niewlasciwej stronie drogi.
388,Kobieta   ,Torun,7,Nieudzielenie pierwszenstwa przejazdu.
389,Kobieta   ,Lódz,1,Niedostosowanie predkosci do warunków na drodze.
390,Kobieta   ,Katowice,10,Niedostosowanie predkosci do warunków na drodze.
391,Kobieta   ,Warszawa,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
392,Kobieta   ,Gdansk,5,Niedostosowanie predkosci do warunków na drodze.
393,Mezczyzna ,Bydgoszcz,2,Jazda po niewlasciwej stronie drogi.
394,Kobieta   ,Lublin,9,Nieprawidlowe zachowanie sie wobec pieszego.
395,Mezczyzna ,Opole,10,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
396,Kobieta   ,Torun,11,Niedostosowanie predkosci do warunków na drodze.
397,Kobieta   ,Bydgoszcz,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
398,Kobieta   ,Bydgoszcz,2,Jazda po niewlasciwej stronie drogi.
399,Kobieta   ,Kielce,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
400,Kobieta   ,Szczecin,2,Jazda po niewlasciwej stronie drogi.
401,Mezczyzna ,Gdansk,10,Jazda po niewlasciwej stronie drogi.
402,Mezczyzna ,Szczecin,8,Jazda po niewlasciwej stronie drogi.
403,Kobieta   ,Bydgoszcz,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
404,Kobieta   ,Warszawa,3,Nieprawidlowe wyprzedzanie.
405,Mezczyzna ,Poznan,4,Jazda po niewlasciwej stronie drogi.
406,Mezczyzna ,Katowice,10,Nieprawidlowe zachowanie sie wobec pieszego.
407,Kobieta   ,Rzeszów,2,Nieprawidlowe zachowanie sie wobec pieszego.
408,Mezczyzna ,Wroclaw,7,Jazda po niewlasciwej stronie drogi.
409,Mezczyzna ,Kielce,8,Nieprawidlowe wyprzedzanie.
410,Kobieta   ,Poznan,6,Nieudzielenie pierwszenstwa przejazdu.
411,Mezczyzna ,Warszawa,7,Jazda po niewlasciwej stronie drogi.
412,Mezczyzna ,Gdansk,1,Jazda po niewlasciwej stronie drogi.
413,Kobieta   ,Rzeszów,9,Nieprawidlowe wyprzedzanie.
414,Kobieta   ,Bydgoszcz,2,Nieudzielenie pierwszenstwa przejazdu.
415,Kobieta   ,Gdansk,2,Nieprawidlowe zachowanie sie wobec pieszego.
416,Mezczyzna ,Torun,12,Jazda po niewlasciwej stronie drogi.
417,Mezczyzna ,Bydgoszcz,1,Nieudzielenie pierwszenstwa przejazdu.
418,Kobieta   ,Gorzów Wielkopolski,1,Nieprawidlowe wyprzedzanie.
419,Kobieta   ,Warszawa,10,Nieudzielenie pierwszenstwa przejazdu.
420,Mezczyzna ,Bydgoszcz,4,Nieprawidlowe wyprzedzanie.
421,Kobieta   ,Warszawa,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
422,Mezczyzna ,Kielce,10,Jazda po niewlasciwej stronie drogi.
423,Kobieta   ,Wroclaw,7,Nieprawidlowe zachowanie sie wobec pieszego.
424,Kobieta   ,Rzeszów,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
425,Mezczyzna ,Szczecin,3,Nieprawidlowe wyprzedzanie.
426,Kobieta   ,Opole,10,Nieprawidlowe wyprzedzanie.
427,Mezczyzna ,Gorzów Wielkopolski,5,Nieprawidlowe wyprzedzanie.
428,Mezczyzna ,Rzeszów,2,Nieudzielenie pierwszenstwa przejazdu.
429,Mezczyzna ,Opole,2,Jazda po niewlasciwej stronie drogi.
430,Kobieta   ,Rzeszów,8,Nieprawidlowe wyprzedzanie.
431,Mezczyzna ,Rzeszów,7,Nieprawidlowe zachowanie sie wobec pieszego.
432,Mezczyzna ,Wroclaw,8,Jazda po niewlasciwej stronie drogi.
433,Mezczyzna ,Poznan,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
434,Kobieta   ,Wroclaw,12,Nieprawidlowe wyprzedzanie.
435,Mezczyzna ,Olsztyn,3,Jazda po niewlasciwej stronie drogi.
436,Kobieta   ,Olsztyn,4,Jazda po niewlasciwej stronie drogi.
437,Mezczyzna ,Bialystok,7,Nieudzielenie pierwszenstwa przejazdu.
438,Mezczyzna ,Kielce,8,Jazda po niewlasciwej stronie drogi.
439,Mezczyzna ,Szczecin,5,Nieudzielenie pierwszenstwa przejazdu.
440,Mezczyzna ,Katowice,2,Niedostosowanie predkosci do warunków na drodze.
441,Mezczyzna ,Kielce,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
442,Mezczyzna ,Gorzów Wielkopolski,6,Nieudzielenie pierwszenstwa przejazdu.
443,Kobieta   ,Torun,7,Nieudzielenie pierwszenstwa przejazdu.
444,Mezczyzna ,Katowice,2,Jazda po niewlasciwej stronie drogi.
445,Mezczyzna ,Opole,6,Nieprawidlowe wyprzedzanie.
446,Mezczyzna ,Lublin,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
447,Mezczyzna ,Gorzów Wielkopolski,2,Niedostosowanie predkosci do warunków na drodze.
448,Kobieta   ,Gdansk,4,Jazda po niewlasciwej stronie drogi.
449,Mezczyzna ,Lublin,7,Nieprawidlowe zachowanie sie wobec pieszego.
450,Kobieta   ,Lublin,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
451,Mezczyzna ,Opole,2,Nieudzielenie pierwszenstwa przejazdu.
452,Mezczyzna ,Szczecin,3,Nieudzielenie pierwszenstwa przejazdu.
453,Mezczyzna ,Poznan,10,Nieprawidlowe wyprzedzanie.
454,Kobieta   ,Bydgoszcz,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
455,Mezczyzna ,Olsztyn,6,Nieprawidlowe zachowanie sie wobec pieszego.
456,Mezczyzna ,Bialystok,9,Nieprawidlowe zachowanie sie wobec pieszego.
457,Kobieta   ,Wroclaw,9,Nieprawidlowe zachowanie sie wobec pieszego.
458,Kobieta   ,Bydgoszcz,8,Nieprawidlowe wyprzedzanie.
459,Mezczyzna ,Bialystok,5,Nieprawidlowe zachowanie sie wobec pieszego.
460,Mezczyzna ,Gdansk,9,Nieprawidlowe wyprzedzanie.
461,Mezczyzna ,Torun,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
462,Mezczyzna ,Gorzów Wielkopolski,3,Nieprawidlowe wyprzedzanie.
463,Kobieta   ,Szczecin,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
464,Kobieta   ,Bydgoszcz,10,Niedostosowanie predkosci do warunków na drodze.
465,Mezczyzna ,Bydgoszcz,11,Nieprawidlowe wyprzedzanie.
466,Mezczyzna ,Wroclaw,5,Jazda po niewlasciwej stronie drogi.
467,Kobieta   ,Bialystok,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
468,Mezczyzna ,Poznan,8,Nieudzielenie pierwszenstwa przejazdu.
469,Mezczyzna ,Rzeszów,8,Nieprawidlowe wyprzedzanie.
470,Kobieta   ,Wroclaw,2,Jazda po niewlasciwej stronie drogi.
471,Mezczyzna ,Katowice,2,Nieprawidlowe zachowanie sie wobec pieszego.
472,Kobieta   ,Opole,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
473,Mezczyzna ,Lublin,8,Nieprawidlowe zachowanie sie wobec pieszego.
474,Kobieta   ,Katowice,10,Nieprawidlowe zachowanie sie wobec pieszego.
475,Kobieta   ,Torun,5,Niedostosowanie predkosci do warunków na drodze.
476,Mezczyzna ,Olsztyn,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
477,Mezczyzna ,Wroclaw,11,Nieprawidlowe zachowanie sie wobec pieszego.
478,Kobieta   ,Warszawa,3,Niedostosowanie predkosci do warunków na drodze.
479,Kobieta   ,Torun,8,Nieprawidlowe wyprzedzanie.
480,Kobieta   ,Bialystok,1,Niedostosowanie predkosci do warunków na drodze.
481,Kobieta   ,Olsztyn,1,Nieprawidlowe zachowanie sie wobec pieszego.
482,Mezczyzna ,Gdansk,4,Nieprawidlowe zachowanie sie wobec pieszego.
483,Mezczyzna ,Gorzów Wielkopolski,11,Jazda po niewlasciwej stronie drogi.
484,Mezczyzna ,Katowice,11,Nieprawidlowe wyprzedzanie.
485,Mezczyzna ,Szczecin,10,Jazda po niewlasciwej stronie drogi.
486,Kobieta   ,Opole,3,Jazda po niewlasciwej stronie drogi.
487,Mezczyzna ,Olsztyn,8,Nieudzielenie pierwszenstwa przejazdu.
488,Kobieta   ,Kielce,5,Niedostosowanie predkosci do warunków na drodze.
489,Kobieta   ,Katowice,7,Nieudzielenie pierwszenstwa przejazdu.
490,Mezczyzna ,Gdansk,1,Jazda po niewlasciwej stronie drogi.
491,Mezczyzna ,Opole,7,Nieprawidlowe wyprzedzanie.
492,Kobieta   ,Warszawa,3,Nieprawidlowe zachowanie sie wobec pieszego.
493,Mezczyzna ,Katowice,5,Niedostosowanie predkosci do warunków na drodze.
494,Kobieta   ,Szczecin,1,Nieprawidlowe wyprzedzanie.
495,Kobieta   ,Kielce,2,Nieudzielenie pierwszenstwa przejazdu.
496,Kobieta   ,Bydgoszcz,6,Niedostosowanie predkosci do warunków na drodze.
497,Kobieta   ,Wroclaw,1,Nieudzielenie pierwszenstwa przejazdu.
498,Kobieta   ,Katowice,10,Nieudzielenie pierwszenstwa przejazdu.
499,Mezczyzna ,Opole,10,Nieprawidlowe zachowanie sie wobec pieszego.
500,Kobieta   ,Bydgoszcz,3,Nieprawidlowe wyprzedzanie.
501,Mezczyzna ,Torun,3,Nieudzielenie pierwszenstwa przejazdu.
502,Kobieta   ,Poznan,8,Nieprawidlowe wyprzedzanie.
503,Mezczyzna ,Bialystok,5,Nieprawidlowe zachowanie sie wobec pieszego.
504,Mezczyzna ,Lublin,2,Niedostosowanie predkosci do warunków na drodze.
505,Kobieta   ,Rzeszów,3,Niedostosowanie predkosci do warunków na drodze.
506,Mezczyzna ,Rzeszów,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
507,Kobieta   ,Olsztyn,12,Nieprawidlowe wyprzedzanie.
508,Kobieta   ,Lódz,11,Nieprawidlowe wyprzedzanie.
509,Mezczyzna ,Poznan,8,Nieudzielenie pierwszenstwa przejazdu.
510,Kobieta   ,Wroclaw,11,Nieprawidlowe zachowanie sie wobec pieszego.
511,Mezczyzna ,Gdansk,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
512,Kobieta   ,Gdansk,9,Nieprawidlowe wyprzedzanie.
513,Mezczyzna ,Torun,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
514,Mezczyzna ,Gorzów Wielkopolski,11,Nieprawidlowe zachowanie sie wobec pieszego.
515,Mezczyzna ,Katowice,12,Niedostosowanie predkosci do warunków na drodze.
516,Mezczyzna ,Kielce,8,Nieprawidlowe zachowanie sie wobec pieszego.
517,Kobieta   ,Poznan,2,Nieudzielenie pierwszenstwa przejazdu.
518,Mezczyzna ,Lublin,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
519,Kobieta   ,Szczecin,4,Jazda po niewlasciwej stronie drogi.
520,Mezczyzna ,Szczecin,12,Jazda po niewlasciwej stronie drogi.
521,Kobieta   ,Olsztyn,8,Jazda po niewlasciwej stronie drogi.
522,Kobieta   ,Gdansk,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
523,Kobieta   ,Poznan,3,Nieprawidlowe zachowanie sie wobec pieszego.
524,Mezczyzna ,Bydgoszcz,6,Jazda po niewlasciwej stronie drogi.
525,Mezczyzna ,Rzeszów,8,Niedostosowanie predkosci do warunków na drodze.
526,Kobieta   ,Szczecin,12,Niedostosowanie predkosci do warunków na drodze.
527,Kobieta   ,Katowice,10,Nieprawidlowe wyprzedzanie.
528,Mezczyzna ,Warszawa,2,Nieprawidlowe wyprzedzanie.
529,Mezczyzna ,Kielce,2,Nieprawidlowe wyprzedzanie.
530,Mezczyzna ,Bialystok,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
531,Kobieta   ,Olsztyn,8,Jazda po niewlasciwej stronie drogi.
532,Mezczyzna ,Katowice,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
533,Mezczyzna ,Torun,7,Niedostosowanie predkosci do warunków na drodze.
534,Mezczyzna ,Bydgoszcz,1,Jazda po niewlasciwej stronie drogi.
535,Mezczyzna ,Bydgoszcz,6,Jazda po niewlasciwej stronie drogi.
536,Mezczyzna ,Opole,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
537,Mezczyzna ,Katowice,12,Nieudzielenie pierwszenstwa przejazdu.
538,Kobieta   ,Rzeszów,1,Nieprawidlowe wyprzedzanie.
539,Kobieta   ,Gdansk,11,Nieudzielenie pierwszenstwa przejazdu.
540,Kobieta   ,Olsztyn,10,Jazda po niewlasciwej stronie drogi.
541,Mezczyzna ,Poznan,4,Nieprawidlowe wyprzedzanie.
542,Mezczyzna ,Szczecin,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
543,Kobieta   ,Katowice,10,Jazda po niewlasciwej stronie drogi.
544,Mezczyzna ,Rzeszów,12,Niedostosowanie predkosci do warunków na drodze.
545,Mezczyzna ,Lublin,12,Nieprawidlowe wyprzedzanie.
546,Kobieta   ,Wroclaw,3,Jazda po niewlasciwej stronie drogi.
547,Kobieta   ,Lublin,9,Nieprawidlowe wyprzedzanie.
548,Kobieta   ,Poznan,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
549,Kobieta   ,Lódz,6,Nieprawidlowe wyprzedzanie.
550,Kobieta   ,Gorzów Wielkopolski,11,Nieudzielenie pierwszenstwa przejazdu.
551,Mezczyzna ,Olsztyn,10,Niedostosowanie predkosci do warunków na drodze.
552,Kobieta   ,Olsztyn,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
553,Kobieta   ,Warszawa,8,Nieprawidlowe wyprzedzanie.
554,Kobieta   ,Gorzów Wielkopolski,12,Nieudzielenie pierwszenstwa przejazdu.
555,Mezczyzna ,Katowice,4,Nieprawidlowe zachowanie sie wobec pieszego.
556,Kobieta   ,Bialystok,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
557,Mezczyzna ,Olsztyn,9,Niedostosowanie predkosci do warunków na drodze.
558,Kobieta   ,Wroclaw,5,Nieudzielenie pierwszenstwa przejazdu.
559,Mezczyzna ,Rzeszów,6,Nieprawidlowe zachowanie sie wobec pieszego.
560,Mezczyzna ,Gorzów Wielkopolski,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
561,Mezczyzna ,Olsztyn,7,Nieprawidlowe wyprzedzanie.
562,Kobieta   ,Opole,5,Nieudzielenie pierwszenstwa przejazdu.
563,Kobieta   ,Torun,9,Niedostosowanie predkosci do warunków na drodze.
564,Kobieta   ,Bialystok,5,Jazda po niewlasciwej stronie drogi.
565,Mezczyzna ,Wroclaw,5,Nieprawidlowe wyprzedzanie.
566,Kobieta   ,Opole,9,Niedostosowanie predkosci do warunków na drodze.
567,Mezczyzna ,Poznan,4,Nieprawidlowe wyprzedzanie.
568,Mezczyzna ,Lódz,7,Jazda po niewlasciwej stronie drogi.
569,Mezczyzna ,Opole,9,Niedostosowanie predkosci do warunków na drodze.
570,Mezczyzna ,Olsztyn,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
571,Kobieta   ,Kielce,9,Nieudzielenie pierwszenstwa przejazdu.
572,Mezczyzna ,Warszawa,1,Jazda po niewlasciwej stronie drogi.
573,Kobieta   ,Lublin,10,Jazda po niewlasciwej stronie drogi.
574,Mezczyzna ,Rzeszów,6,Nieprawidlowe wyprzedzanie.
575,Kobieta   ,Lódz,8,Nieprawidlowe zachowanie sie wobec pieszego.
576,Kobieta   ,Kielce,10,Nieudzielenie pierwszenstwa przejazdu.
577,Kobieta   ,Bialystok,2,Jazda po niewlasciwej stronie drogi.
578,Kobieta   ,Szczecin,3,Nieprawidlowe wyprzedzanie.
579,Kobieta   ,Warszawa,3,Nieudzielenie pierwszenstwa przejazdu.
580,Kobieta   ,Szczecin,3,Jazda po niewlasciwej stronie drogi.
581,Kobieta   ,Bialystok,4,Niedostosowanie predkosci do warunków na drodze.
582,Kobieta   ,Gdansk,9,Jazda po niewlasciwej stronie drogi.
583,Kobieta   ,Bydgoszcz,3,Nieudzielenie pierwszenstwa przejazdu.
584,Mezczyzna ,Szczecin,10,Nieprawidlowe zachowanie sie wobec pieszego.
585,Mezczyzna ,Lódz,11,Niedostosowanie predkosci do warunków na drodze.
586,Mezczyzna ,Poznan,4,Nieudzielenie pierwszenstwa przejazdu.
587,Kobieta   ,Katowice,1,Jazda po niewlasciwej stronie drogi.
588,Mezczyzna ,Kielce,10,Nieudzielenie pierwszenstwa przejazdu.
589,Mezczyzna ,Lublin,2,Nieudzielenie pierwszenstwa przejazdu.
590,Mezczyzna ,Gorzów Wielkopolski,12,Nieudzielenie pierwszenstwa przejazdu.
591,Mezczyzna ,Gorzów Wielkopolski,3,Niedostosowanie predkosci do warunków na drodze.
592,Mezczyzna ,Warszawa,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
593,Kobieta   ,Olsztyn,11,Jazda po niewlasciwej stronie drogi.
594,Mezczyzna ,Lublin,5,Nieprawidlowe zachowanie sie wobec pieszego.
595,Mezczyzna ,Rzeszów,7,Nieudzielenie pierwszenstwa przejazdu.
596,Mezczyzna ,Gdansk,10,Niedostosowanie predkosci do warunków na drodze.
597,Mezczyzna ,Opole,2,Nieudzielenie pierwszenstwa przejazdu.
598,Kobieta   ,Olsztyn,9,Niedostosowanie predkosci do warunków na drodze.
599,Kobieta   ,Bialystok,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
600,Kobieta   ,Katowice,9,Nieprawidlowe zachowanie sie wobec pieszego.
601,Kobieta   ,Gdansk,5,Jazda po niewlasciwej stronie drogi.
602,Kobieta   ,Kielce,10,Nieprawidlowe wyprzedzanie.
603,Kobieta   ,Lublin,6,Nieprawidlowe zachowanie sie wobec pieszego.
604,Kobieta   ,Kielce,8,Jazda po niewlasciwej stronie drogi.
605,Kobieta   ,Lublin,12,Nieudzielenie pierwszenstwa przejazdu.
606,Kobieta   ,Szczecin,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
607,Mezczyzna ,Katowice,3,Niedostosowanie predkosci do warunków na drodze.
608,Mezczyzna ,Lublin,11,Nieprawidlowe wyprzedzanie.
609,Kobieta   ,Katowice,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
610,Kobieta   ,Szczecin,6,Jazda po niewlasciwej stronie drogi.
611,Mezczyzna ,Lódz,2,Nieprawidlowe zachowanie sie wobec pieszego.
612,Mezczyzna ,Opole,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
613,Kobieta   ,Bialystok,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
614,Mezczyzna ,Szczecin,8,Nieprawidlowe wyprzedzanie.
615,Kobieta   ,Lublin,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
616,Mezczyzna ,Opole,6,Niedostosowanie predkosci do warunków na drodze.
617,Mezczyzna ,Torun,2,Nieudzielenie pierwszenstwa przejazdu.
618,Mezczyzna ,Wroclaw,1,Nieprawidlowe zachowanie sie wobec pieszego.
619,Kobieta   ,Szczecin,1,Nieprawidlowe wyprzedzanie.
620,Kobieta   ,Wroclaw,1,Nieprawidlowe wyprzedzanie.
621,Mezczyzna ,Bialystok,7,Jazda po niewlasciwej stronie drogi.
622,Mezczyzna ,Warszawa,12,Niedostosowanie predkosci do warunków na drodze.
623,Kobieta   ,Gdansk,2,Jazda po niewlasciwej stronie drogi.
624,Kobieta   ,Warszawa,7,Niedostosowanie predkosci do warunków na drodze.
625,Kobieta   ,Olsztyn,6,Niedostosowanie predkosci do warunków na drodze.
626,Mezczyzna ,Katowice,3,Jazda po niewlasciwej stronie drogi.
627,Mezczyzna ,Lublin,4,Nieprawidlowe zachowanie sie wobec pieszego.
628,Mezczyzna ,Opole,7,Nieprawidlowe wyprzedzanie.
629,Kobieta   ,Olsztyn,3,Jazda po niewlasciwej stronie drogi.
630,Kobieta   ,Gorzów Wielkopolski,6,Niedostosowanie predkosci do warunków na drodze.
631,Mezczyzna ,Gdansk,9,Nieprawidlowe zachowanie sie wobec pieszego.
632,Mezczyzna ,Gdansk,2,Nieprawidlowe wyprzedzanie.
633,Kobieta   ,Gorzów Wielkopolski,1,Jazda po niewlasciwej stronie drogi.
634,Kobieta   ,Kielce,7,Niedostosowanie predkosci do warunków na drodze.
635,Kobieta   ,Szczecin,10,Niedostosowanie predkosci do warunków na drodze.
636,Mezczyzna ,Kielce,2,Nieprawidlowe wyprzedzanie.
637,Kobieta   ,Olsztyn,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
638,Mezczyzna ,Bydgoszcz,1,Jazda po niewlasciwej stronie drogi.
639,Kobieta   ,Lublin,9,Niedostosowanie predkosci do warunków na drodze.
640,Kobieta   ,Poznan,8,Nieprawidlowe wyprzedzanie.
641,Kobieta   ,Lódz,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
642,Kobieta   ,Olsztyn,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
643,Kobieta   ,Warszawa,8,Nieprawidlowe zachowanie sie wobec pieszego.
644,Kobieta   ,Lódz,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
645,Mezczyzna ,Warszawa,5,Niedostosowanie predkosci do warunków na drodze.
646,Kobieta   ,Lublin,6,Nieudzielenie pierwszenstwa przejazdu.
647,Kobieta   ,Olsztyn,7,Nieprawidlowe wyprzedzanie.
648,Mezczyzna ,Wroclaw,1,Nieprawidlowe zachowanie sie wobec pieszego.
649,Kobieta   ,Bydgoszcz,1,Niedostosowanie predkosci do warunków na drodze.
650,Kobieta   ,Wroclaw,3,Nieudzielenie pierwszenstwa przejazdu.
651,Mezczyzna ,Bydgoszcz,8,Nieprawidlowe zachowanie sie wobec pieszego.
652,Kobieta   ,Bydgoszcz,2,Jazda po niewlasciwej stronie drogi.
653,Kobieta   ,Warszawa,12,Nieprawidlowe zachowanie sie wobec pieszego.
654,Kobieta   ,Katowice,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
655,Kobieta   ,Szczecin,8,Nieprawidlowe wyprzedzanie.
656,Kobieta   ,Torun,7,Nieprawidlowe zachowanie sie wobec pieszego.
657,Kobieta   ,Lódz,10,Nieprawidlowe wyprzedzanie.
658,Kobieta   ,Lódz,8,Niedostosowanie predkosci do warunków na drodze.
659,Kobieta   ,Wroclaw,12,Niedostosowanie predkosci do warunków na drodze.
660,Kobieta   ,Rzeszów,4,Nieprawidlowe wyprzedzanie.
661,Kobieta   ,Gorzów Wielkopolski,11,Nieprawidlowe wyprzedzanie.
662,Kobieta   ,Lódz,11,Jazda po niewlasciwej stronie drogi.
663,Mezczyzna ,Katowice,8,Jazda po niewlasciwej stronie drogi.
664,Mezczyzna ,Warszawa,6,Jazda po niewlasciwej stronie drogi.
665,Mezczyzna ,Szczecin,5,Jazda po niewlasciwej stronie drogi.
